1500,1200,1000,0.6051601485000001,0.6649740272875666,90.38965078835001,99.3237414242023,91.0050804493
650,310,230,0.041577530050000006,8.555553210640957,0.44322420035,91.20378785796133,0.4859712636500001
500,500,500,0.06496917494999999,1.6829880505533108,3.7923119956999995,98.23759925603117,3.860346776
430,610,210,0.035035087900000005,8.744734007587764,0.36452403464999994,90.9849500445225,0.4006421221000001
1500,1000,1200,1.3985880560499997,1.487386206363945,92.6199853738,98.5005470929715,94.0299197388
720,220,540,0.11477547134999999,20.350530870389736,0.4457441845,79.0337053750984,0.5639925173500002
440,180,440,0.059563083249999996,20.487026676850608,0.22958206690000002,78.9659244026257,0.2907356162
370,290,350,0.06611145565000001,7.8998513580935885,0.76849060905,91.82919241297647,0.83686961505
1000,1500,1200,0.52461255235,0.3341669566860089,156.4562493821,99.6592789789804,156.9911512355
360,660,600,0.0664058037,1.166905983205643,5.6209415205,98.77314821988178,5.6907586948499995
250,300,300,0.020055978399999997,2.7311272339198305,0.71300620095,97.09377495980254,0.7343480066000001
130,520,480,0.029813007649999994,1.5157147277830478,1.9349700947000001,98.37526977445195,1.966927358
1300,1200,1500,1.88369566605,1.1695904778576547,159.15796748220004,98.82150635973187,161.0560022257
370,500,700,0.1836146906,6.925733519313568,2.46392781025,92.93650398481411,2.6511948530500002
260,600,770,0.23102296839999997,5.931051653525582,3.6593094112999998,93.94543445167069,3.89514342305
220,220,400,0.046551957149999997,17.897580780564144,0.21172335085,81.40013883325204,0.26010195300000005

